dataset,fname,label,sublabel
b,set_b/Bunlabelledtest_138_1306762146980_C.wav,,
b,set_b/Bunlabelledtest_139_1306519274653_B.wav,,
b,set_b/Bunlabelledtest_139_1306519274653_C.wav,,
b,set_b/Bunlabelledtest_141_1306520154450_A.wav,,
b,set_b/Bunlabelledtest_141_1306520154450_D.wav,,
b,set_b/Bunlabelledtest_142_1306763049574_C.wav,,
b,set_b/Bunlabelledtest_143_1306763822290_D.wav,,
b,set_b/Bunlabelledtest_144_1306522408528_A.wav,,
b,set_b/Bunlabelledtest_145_1307987561278_A.wav,,
b,set_b/Bunlabelledtest_145_1307987561278_D.wav,,
b,set_b/Bunlabelledtest_146_1306778707532_C.wav,,
b,set_b/Bunlabelledtest_146_1306778707532_D31.wav,,
b,set_b/Bunlabelledtest_147_1306523973811_D.wav,,
b,set_b/Bunlabelledtest_148_1306768801551_A.wav,,
b,set_b/Bunlabelledtest_148_1306768801551_C.wav,,
b,set_b/Bunlabelledtest_148_1306768801551_D.wav,,
b,set_b/Bunlabelledtest_149_1306776016110_C.wav,,
b,set_b/Bunlabelledtest_150_1306776340746_D.wav,,
b,set_b/Bunlabelledtest_151_1306779785624_A1.wav,,
b,set_b/Bunlabelledtest_152_1306779561195_B.wav,,
b,set_b/Bunlabelledtest_152_1306779561195_C.wav,,
b,set_b/Bunlabelledtest_152_1306779561195_D1.wav,,
b,set_b/Bunlabelledtest_153_1306848820671_D.wav,,
b,set_b/Bunlabelledtest_154_1306935608852_A.wav,,
b,set_b/Bunlabelledtest_154_1306935608852_A2.wav,,
b,set_b/Bunlabelledtest_154_1306935608852_D.wav,,
b,set_b/Bunlabelledtest_154_1306935608852_D1.wav,,
b,set_b/Bunlabelledtest_155_1306935902813_B.wav,,
b,set_b/Bunlabelledtest_155_1306935902813_B2.wav,,
b,set_b/Bunlabelledtest_155_1306935902813_D.wav,,
b,set_b/Bunlabelledtest_156_1306936373241_C.wav,,
b,set_b/Bunlabelledtest_156_1306936373241_D.wav,,
b,set_b/Bunlabelledtest_157_1306937583792_C.wav,,
b,set_b/Bunlabelledtest_159_1307018640315_A.wav,,
b,set_b/Bunlabelledtest_159_1307018640315_B.wav,,
b,set_b/Bunlabelledtest_159_1307018640315_C.wav,,
b,set_b/Bunlabelledtest_160_1307100683334_C.wav,,
b,set_b/Bunlabelledtest_161_1307101199321_D.wav,,
b,set_b/Bunlabelledtest_162_1307101835989_C.wav,,
b,set_b/Bunlabelledtest_163_1307104470471_B.wav,,
b,set_b/Bunlabelledtest_163_1307104470471_B1.wav,,
b,set_b/Bunlabelledtest_163_1307104470471_D.wav,,
b,set_b/Bunlabelledtest_164_1307106095995_D.wav,,
b,set_b/Bunlabelledtest_165_1307109069581_B.wav,,
b,set_b/Bunlabelledtest_167_1307111318050_C1.wav,,
b,set_b/Bunlabelledtest_167_1307111318050_D.wav,,
b,set_b/Bunlabelledtest_169_1307970398039_B.wav,,
b,set_b/Bunlabelledtest_169_1307970398039_C1.wav,,
b,set_b/Bunlabelledtest_170_1307970562729_D.wav,,
b,set_b/Bunlabelledtest_171_1307971016233_C.wav,,
b,set_b/Bunlabelledtest_171_1307971016233_F.wav,,
b,set_b/Bunlabelledtest_172_1307971284351_C.wav,,
b,set_b/Bunlabelledtest_172_1307971284351_D.wav,,
b,set_b/Bunlabelledtest_173_1307973611151_D.wav,,
b,set_b/Bunlabelledtest_174_1307987737137_C.wav,,
b,set_b/Bunlabelledtest_175_1307987962616_C.wav,,
b,set_b/Bunlabelledtest_176_1307988171173_A1.wav,,
b,set_b/Bunlabelledtest_176_1307988171173_C.wav,,
b,set_b/Bunlabelledtest_176_1307988171173_C1.wav,,
b,set_b/Bunlabelledtest_177_1307989650056_C.wav,,
b,set_b/Bunlabelledtest_178_1307989887769_A.wav,,
b,set_b/Bunlabelledtest_179_1307990076841_D1.wav,,
b,set_b/Bunlabelledtest_180_1307990956284_B.wav,,
b,set_b/Bunlabelledtest_180_1307990956284_D.wav,,
b,set_b/Bunlabelledtest_181_1308052613891_C.wav,,
b,set_b/Bunlabelledtest_184_1308073010307_C.wav,,
b,set_b/Bunlabelledtest_186_1308073648738_C.wav,,
b,set_b/Bunlabelledtest_186_1308073648738_D1.wav,,
b,set_b/Bunlabelledtest_187_1308073994223_C.wav,,
b,set_b/Bunlabelledtest_189_1308075231945_A.wav,,
b,set_b/Bunlabelledtest_189_1308075231945_C.wav,,
b,set_b/Bunlabelledtest_191_1308077299430_C.wav,,
b,set_b/Bunlabelledtest_191_1308077299430_D.wav,,
b,set_b/Bunlabelledtest_193_1308078104592_A.wav,,
b,set_b/Bunlabelledtest_193_1308078104592_D.wav,,
b,set_b/Bunlabelledtest_194_1308139824187_C.wav,,
b,set_b/Bunlabelledtest_195_1308140095331_D.wav,,
b,set_b/Bunlabelledtest_196_1308141034858_D.wav,,
b,set_b/Bunlabelledtest_197_1308141235553_B.wav,,
b,set_b/Bunlabelledtest_200_1308144251434_C1.wav,,
b,set_b/Bunlabelledtest_201_1308144942432_B.wav,,
b,set_b/Bunlabelledtest_202_1308145175747_B.wav,,
b,set_b/Bunlabelledtest_203_1308162026258_C.wav,,
b,set_b/Bunlabelledtest_204_1308159229275_B1.wav,,
b,set_b/Bunlabelledtest_206_1308159601959_C1.wav,,
b,set_b/Bunlabelledtest_207_1308159792607_B3.wav,,
b,set_b/Bunlabelledtest_209_1308162216750_B.wav,,
b,set_b/Bunlabelledtest_209_1308162216750_C.wav,,
b,set_b/Bunlabelledtest_210_1308162935880_D.wav,,
b,set_b/Bunlabelledtest_212_1308245076477_C.wav,,
b,set_b/Bunlabelledtest_213_1308245263936_B.wav,,
b,set_b/Bunlabelledtest_214_1308245489717_A1.wav,,
b,set_b/Bunlabelledtest_215_1308245664733_D.wav,,
b,set_b/Bunlabelledtest_216_1308245839516_B1.wav,,
b,set_b/Bunlabelledtest_217_1308246111629_A.wav,,
b,set_b/Bunlabelledtest_217_1308246111629_B.wav,,
b,set_b/Bunlabelledtest_217_1308246111629_D.wav,,
b,set_b/Bunlabelledtest_220_1308250132896_A.wav,,
b,set_b/Bunlabelledtest_222_1308336218979_B.wav,,
b,set_b/Bunlabelledtest_227_1308594233667_D.wav,,
b,set_b/Bunlabelledtest_229_1308594979317_C.wav,,
b,set_b/Bunlabelledtest_231_1308748318393_B.wav,,
b,set_b/Bunlabelledtest_231_1308748318393_C.wav,,
b,set_b/Bunlabelledtest_232_1308748524018_A1.wav,,
b,set_b/Bunlabelledtest_232_1308748524018_D.wav,,
b,set_b/Bunlabelledtest_235_1308749032454_C1.wav,,
b,set_b/Bunlabelledtest_235_1308749032454_D1.wav,,
b,set_b/Bunlabelledtest_237_1308750231222_C1.wav,,
b,set_b/Bunlabelledtest_239_1309195730333_D.wav,,
b,set_b/Bunlabelledtest_240_1309196119795_D.wav,,
b,set_b/Bunlabelledtest_242_1309197394064_A.wav,,
b,set_b/Bunlabelledtest_242_1309197394064_C.wav,,
b,set_b/Bunlabelledtest_243_1309197760898_D.wav,,
b,set_b/Bunlabelledtest_245_1309198844065_A.wav,,
b,set_b/Bunlabelledtest_245_1309200438094_C.wav,,
b,set_b/Bunlabelledtest_248_1309201683806_B.wav,,
b,set_b/Bunlabelledtest_248_1309201683806_D.wav,,
b,set_b/Bunlabelledtest_254_1309350589009_B.wav,,
b,set_b/Bunlabelledtest_255_1309351210897_B.wav,,
b,set_b/Bunlabelledtest_259_1309352630271_B.wav,,
b,set_b/Bunlabelledtest_260_1309353164458_A.wav,,
b,set_b/Bunlabelledtest_262_1309355283807_B.wav,,
b,set_b/Bunlabelledtest_264_1309356143724_A.wav,,
b,set_b/Bunlabelledtest_268_1309368960960_A.wav,,
b,set_b/Bunlabelledtest_268_1309368960960_E.wav,,
b,set_b/Bunlabelledtest_270_1309369533040_D.wav,,
b,set_b/Bunlabelledtest_271_1309369876160_B.wav,,
b,set_b/Bunlabelledtest_272_1309370164386_B.wav,,
b,set_b/Bunlabelledtest_274_1311075637574_C.wav,,
b,set_b/Bunlabelledtest_278_1311163365896_C.wav,,
b,set_b/Bunlabelledtest_278_1311163365896_D.wav,,
b,set_b/Bunlabelledtest_280_1311165195344_B.wav,,
b,set_b/Bunlabelledtest_281_1311165683454_C.wav,,
b,set_b/Bunlabelledtest_282_1311166081161_D.wav,,
b,set_b/Bunlabelledtest_284_1311168471850_C.wav,,
b,set_b/Bunlabelledtest_286_1311170606028_B.wav,,
b,set_b/Bunlabelledtest_287_1311170903290_D.wav,,
b,set_b/Bunlabelledtest_288_1311164615284_B.wav,,
b,set_b/Bunlabelledtest_290_1311182875320_B.wav,,
b,set_b/Bunlabelledtest_293_1311680805936_B.wav,,
b,set_b/Bunlabelledtest_293_1311680805936_B2.wav,,
b,set_b/Bunlabelledtest_294_1311681084248_D.wav,,
b,set_b/Bunlabelledtest_296_1311682952647_A.wav,,
b,set_b/Bunlabelledtest_296_1311682952647_B.wav,,
b,set_b/Bunlabelledtest_300_1311772096120_B.wav,,
b,set_b/Bunlabelledtest_300_1311772096120_C.wav,,
b,set_b/Bunlabelledtest_300_1311772096120_D.wav,,
b,set_b/Btraining_murmur_Btraining_noisymurmur_135_1306428972976_A.wav,murmur,noisymurmur
b,set_b/Btraining_murmur_Btraining_noisymurmur_135_1306428972976_B.wav,murmur,noisymurmur
b,set_b/Btraining_murmur_Btraining_noisymurmur_135_1306428972976_C.wav,murmur,noisymurmur
b,set_b/Btraining_murmur_Btraining_noisymurmur_156_1306936373241_A.wav,murmur,noisymurmur
b,set_b/Btraining_murmur_Btraining_noisymurmur_156_1306936373241_B1.wav,murmur,noisymurmur
b,set_b/Btraining_murmur_Btraining_noisymurmur_160_1307100683334_D.wav,murmur,noisymurmur
b,set_b/Btraining_murmur_Btraining_noisymurmur_161_1307101199321_B.wav,murmur,noisymurmur
b,set_b/Btraining_murmur_Btraining_noisymurmur_161_1307101199321_C.wav,murmur,noisymurmur
b,set_b/Btraining_murmur_Btraining_noisymurmur_162_1307101835989_B_1.wav,murmur,noisymurmur
b,set_b/Btraining_murmur_Btraining_noisymurmur_162_1307101835989_D.wav,murmur,noisymurmur
b,set_b/Btraining_murmur_Btraining_noisymurmur_164_1307106095995_C1.wav,murmur,noisymurmur
b,set_b/Btraining_murmur_Btraining_noisymurmur_165_1307109069581_A.wav,murmur,noisymurmur
b,set_b/Btraining_murmur_Btraining_noisymurmur_165_1307109069581_C1.wav,murmur,noisymurmur
b,set_b/Btraining_murmur_Btraining_noisymurmur_165_1307109069581_D.wav,murmur,noisymurmur
b,set_b/Btraining_murmur_Btraining_noisymurmur_171_1307971016233_D.wav,murmur,noisymurmur
b,set_b/Btraining_murmur_Btraining_noisymurmur_171_1307971016233_F.wav,murmur,noisymurmur
b,set_b/Btraining_murmur_Btraining_noisymurmur_185_1308073325396_D.wav,murmur,noisymurmur
b,set_b/Btraining_murmur_Btraining_noisymurmur_200_1308144251434_D.wav,murmur,noisymurmur
b,set_b/Btraining_murmur_Btraining_noisymurmur_231_1308748318393_A.wav,murmur,noisymurmur
b,set_b/Btraining_murmur_Btraining_noisymurmur_240_1309201366049_C.wav,murmur,noisymurmur
b,set_b/Btraining_murmur_Btraining_noisymurmur_240_1309201366049_D.wav,murmur,noisymurmur
b,set_b/Btraining_murmur_Btraining_noisymurmur_243_1309197760898_B.wav,murmur,noisymurmur
b,set_b/Btraining_murmur_Btraining_noisymurmur_243_1309197760898_C.wav,murmur,noisymurmur
b,set_b/Btraining_murmur_Btraining_noisymurmur_272_1309370164386_C.wav,murmur,noisymurmur
b,set_b/Btraining_murmur_Btraining_noisymurmur_288_1311164615284_B1.wav,murmur,noisymurmur
b,set_b/Btraining_murmur_Btraining_noisymurmur_288_1311164615284_C.wav,murmur,noisymurmur
b,set_b/Btraining_murmur_Btraining_noisymurmur_292_1311185449649_D.wav,murmur,noisymurmur
b,set_b/Btraining_murmur_Btraining_noisymurmur_293_1311680805936_C.wav,murmur,noisymurmur
b,set_b/Btraining_murmur_Btraining_noisymurmur_293_1311680805936_D.wav,murmur,noisymurmur
b,set_b/Btraining_normal_Btraining_noisynormal_101_1305030823364_B.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_101_1305030823364_E.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_104_1305032492469_A.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_105_1305033453095_A.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_105_1305033453095_C.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_106_1306776721273_A.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_107_1305654946865_A.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_108_1305654420093_A.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_108_1305654420093_B.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_109_1305653646620_A.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_109_1305653972028_A.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_109_1305653972028_C.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_109_1305653972028_E.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_109_1305653972028_F.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_110_1305655332337_A.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_110_1305655332337_B.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_113_1306244002866_A.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_113_1306244002866_B.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_115_1306259437619_A1.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_115_1306259437619_B.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_117_1306262456650_A.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_117_1306262456650_C.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_117_1306262456650_D.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_118_1306262335509_B.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_118_1306262335509_C1.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_118_1306262335509_D.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_121_1306263877235_A.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_121_1306263877235_C.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_121_1306263877235_D.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_123_1306331925797_B.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_123_1306331925797_C.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_125_1306332456645_A1.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_125_1306332456645_A2.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_125_1306332456645_B1.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_125_1306332456645_C.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_125_1306332456645_D.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_127_1306764300147_D1.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_129_1306344506305_A.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_129_1306344506305_C.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_130_1306347376079_B.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_130_1306347376079_C.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_132_1306758754432_B1.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_132_1306758754432_C.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_133_1306759619127_A1.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_133_1306759619127_B1.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_133_1306759619127_C.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_133_1306759619127_D1.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_134_1306428161797_B1.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_134_1306428161797_D1.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_136_1306429977501_B.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_136_1306429977501_C.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_136_1306429977501_D1.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_137_1306764999211_A1.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_137_1306764999211_A2.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_137_1306764999211_B.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_137_1306764999211_C1.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_137_1306764999211_D1.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_138_1306762146980_A.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_138_1306762146980_D.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_139_1306519274653_D.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_140_1306519735121_C.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_141_1306520154450_A1.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_141_1306520154450_B1.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_141_1306520154450_C1.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_142_1306763049574_A.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_142_1306763049574_B.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_142_1306763049574_D.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_143_1306763822290_A.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_144_1306522408528_A1.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_144_1306522408528_C.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_146_1306778707532_D.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_147_1306523973811_B.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_149_1306776016110_A.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_150_1306776340746_A.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_151_1306779785624_C.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_154_1306935608852_C.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_155_1306935902813_A.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_155_1306935902813_C.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_157_1306937583792_A.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_157_1306937583792_B.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_158_1306947254705_B1.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_158_1306947254705_D.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_159_1307018640315_A1.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_159_1307018640315_B.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_163_1307104470471_D1.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_167_1307111318050_A1.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_167_1307111318050_B.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_168_1307970069434_A1.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_169_1307970398039_A.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_170_1307970562729_C1.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_172_1307971284351_A.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_173_1307973611151_B.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_173_1307973611151_C1.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_176_1307988171173_D.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_178_1307989887769_B1.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_181_1308052613891_A.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_182_1308053371395_B.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_188_1308074301731_A.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_189_1308075231945_A1.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_194_1308139824187_C.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_198_1308141739338_D.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_207_1308159792607_D.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_216_1308245839516_D.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_234_1308748855534_B.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_246_1309199278902_D.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_258_1309352253234_A.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_264_1309356143724_B.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_264_1309356143724_C.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_264_1309356143724_D.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_270_1309369533040_A.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_270_1309369533040_B.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_271_1309369876160_A.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_271_1309369876160_C.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_271_1309369876160_D.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_278_1311163365896_B.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_284_1311168471850_A.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_284_1311168471850_B.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_285_1311169246969_C.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_296_1311682952647_C.wav,normal,noisynormal
b,set_b/Btraining_normal_Btraining_noisynormal_296_1311682952647_D.wav,normal,noisynormal
